filename,title,tags
lab_grown_meat.png,Cultivated meat will only have a lower footprint with renewable energy,"cultivated meat,lab grown meat,cell-based meat,pork,renewable energy,energy mix,future food,technology,carbon footprint,CO2,bar chart"
land_use_2.png,How the world's land is divided,"land use,global land,animal feed,grassland,cropland,forest,bush,deserts,mountains,glaciers,towns,roads,agriculture,livestock,treemap"
meat_consumption_since_1961_2_EN.png,Increase of meat per person since 1961,"meat consumption,meat per person,trends,history,1961,North America,Europe,South America,Africa,Asia,global diets,EAT-Lancet,sustainable limit,bar chart"
milk_for_dairy_products.png,Liters of milk you need to create 1 kg of different dairy products,"milk,dairy,butter,cheese,cream,yogurt,Greek yogurt,production,conversion,liters of milk,resource use"
milk_use_1.1_EN.png,Most milk is used for cheese and butter production,"milk,dairy,cheese,butter,cream,drinking milk,dairy industry,EU,share of production,stacked bar chart"
mussels.png,Benefits of farmed mussels,"mussels,shellfish,bivalves,aquaculture,seafood,low CO2,carbon footprint,water filtration,water quality,biodiversity,sustainable seafood"
nitrogen_fixing_1.1_EN.png,Legumes improve the soil through nitrogen-fixing bacteria,"legumes,nitrogen fixing,bacteria,nitrogen,soil health,soil,roots,crop rotation,fertilizer,beans,peas,agriculture"
nuts_footprint_per_100_g_protein.png,"For the same amount of protein, nuts have a very low footprint","nuts,peanuts,protein,plant-based protein,beef,cheese,pork,chicken,fish,carbon footprint,CO2,per protein,bar chart"
palm_oil_-_land_use.png,Replacing palm oil with other oils would require a lot more land,"palm oil,rapeseed oil,sunflower oil,olive oil,vegetable oils,land use,yield,efficiency,deforestation"
palm_oil_in_europe.png,Palm oil in the EU: most growth comes from biofuels,"palm oil,biofuel,biodiesel,heating,electricity,food use,EU,Europe,deforestation,energy policy,trends,stacked bar chart"
people_worried_climate_change.png,More people are worried about climate change than we think,"climate concern,public opinion,climate change,perception,false social reality,climate policy support,survey,US,psychology,bar chart"
pigs_space-2.png,99% of pigs in the Netherlands never see daylight,"pigs,pork,animal welfare,daylight,indoor housing,tail docking,livestock,factory farming,star rating,Beter Leven,organic,Netherlands"
plant-based_milk.png,How the impact of plant-based milks compares to cow milk,"plant-based milk,oat milk,soy milk,almond milk,dairy alternatives,cow milk,climate,land use,water scarcity,eutrophication,ecosystem damage,table"
pollinators.png,What happens to different foods if there are no more pollinators?,"pollinators,bees,pollination,crop yield,biodiversity,kiwi,watermelon,chocolate,cacao,coffee,apples,avocado,cherries,mango,strawberries,tomatoes,rice,bread,potatoes,food supply,scatter chart"
production_vs_logistics.png,"Food emissions mostly come from production, not packaging or transport","food emissions,production,farm,supply chain,packaging,transport,consumption,food waste,life cycle,global emissions,CO2,myths,bar chart"
pros_and_cons_of_packaging.png,Pros and Cons of different packaging,"packaging,plastic,paper,metal,cans,glass,recycling,microplastics,pollution,fossil fuels,reuse,carbon footprint,transport"
protein-intake.png,Where the average European gets their protein from,"protein,protein sources,meat,fish,dairy,eggs,grains,potatoes,fruits,vegetables,legumes,nuts,European diet,nutrition,pie chart"
protein_CO2_comparison_2_EN.png,What 20 g of protein looks like in CO2,"protein,steak,beef,eggs,chicken breast,beans,legumes,carbon footprint,CO2,portion size,protein sources,bar chart"
protein_hacks_2_EN.png,Sustainable ways to add a bit of extra protein to any meal,"protein,protein hacks,lentils,peanuts,eggs,pumpkin seeds,walnuts,peas,nuts,seeds,legumes,serving size,cooking tips,nutrition,bar chart"
protein_of_carbs.png,Carbs have more protein than you think,"protein,carbs,carbohydrates,pasta,bread,kidney beans,rice,potatoes,whole grain,serving size,nutrition,myths,bar chart"
recommended_amount_nuts_and_legumes_EN_1.1.png,Now vs recommended: nuts & legumes per day,"nuts,legumes,walnuts,kidney beans,hummus,peanut butter,recommended intake,daily portion,Dutch diet,EAT-Lancet,healthy diet"
replacing_beef_vs_vegetarian_for_1_day_EN_1.1.png,Eating vegetarian 1 day/week vs replacing beef with pork & chicken,"beef,vegetarian,meatless day,pork,chicken,meat replacement,diet change,Western diet,carbon footprint,CO2,emission reduction"
ruminant_meat.png,"Meat from cows, sheep and goats has a much higher carbon footprint","ruminants,beef,cows,lamb,mutton,sheep,goats,pork,fish,chicken,methane,meat,carbon footprint,CO2,bar chart"
sea_food_chain_1.1_EN.png,Why herring is more sustainable than salmon and tuna,"herring,anchovies,small fish,salmon,tuna,top predator,food chain,phytoplankton,zooplankton,ocean,seafood,sustainable fish,overfishing,pyramid diagram"
seaweed.png,The amazing potential of seaweed,"seaweed,algae,kelp,seaweed farming,aquaculture,ocean,protein,healthy fats,fiber,no land use,no fertilizer,future food,nutrition"
share_of_transport_methods.png,Almost no food is transported by air,"transport,food miles,air freight,airplane,road,truck,rail,train,water,ship,shipping,logistics,myths,pie chart"
slice_of_bread.png,Eating one leftover slice of bread saves...,"bread,leftovers,food waste,slice of bread,water use,land use,saving resources,climate tip,household waste"
small_steps.png,The most effective way to change people's habits is offering small steps,"small steps,habits,behaviour change,kaizen,motivation,sustainable lifestyle,replacing beef,psychology,dominoes"
smaller_portion_sizes_of_meat.png,Smaller portion sizes of meat can also reduce the footprint of your food,"portion size,smaller portions,meat,beef,minced meat,chicken,drumsticks,bacon bits,carbon footprint,CO2,climate tip,cooking,bar chart"
soy_feed.png,Most soy is used as animal feed,"soy,soybeans,animal feed,livestock,chicken,pigs,soy oil,biodiesel,soy products,tofu,deforestation,myths,pie chart"
spending_on_food_2_EN.png,We spend less money on food than we think,"food spending,household budget,food prices,perception,income,Netherlands,economics,coins"
supermarkets_take_biggest_share_1.1_EN.png,Big corporations get 78% of the money we spend on food,"supermarkets,food producers,corporations,multinationals,farmers,farmer income,traders,seed companies,fertilizer companies,value chain,food prices,consumer price,Oxfam,bar chart"
sustainable_animal_feed.png,Sustainable forms of animal feed,"animal feed,food waste,by-products,leftovers,upcycling,circular agriculture,pigs,livestock,sunflower oil,press cake,sustainable farming"
sustainable_diet_EN_2.png,The average Western Diet: now vs sustainable,"Western diet,sustainable diet,food groups,vegetables,fruit,bread,grains,dairy,milk,cheese,meat,nuts,legumes,EAT-Lancet,diet shift,pie chart"
sustainable_meat_2.0_EN.png,Now vs sustainable: red meat per week,"red meat,beef,pork,sausages,bacon,hamburger,minced meat,weekly intake,recommended intake,Dutch diet,EAT-Lancet,sustainable diet"
synthetic_fertilize_remissions.png,How our food causes greenhouse gas emissions,"greenhouse gas emissions,emission sources,land-use change,deforestation,methane,cattle,manure management,fertilizer,synthetic fertilizer,organic fertilizer,transport,rice cultivation,EU diets,pie chart"
tomatoes_heated_greenhouse_1.1_EN.png,The footprint of 'winter tomatoes',"tomatoes,winter tomatoes,heated greenhouse,canned tomatoes,Italy,Spain,imported food,local food,seasonal food,organic,transport,packaging,agriculture,carbon footprint,CO2,stacked bar chart"
too_much_protein_new.png,Protein: the average European eats too much,"protein,protein intake,too much protein,red meat,recommended intake,bodyweight,nutrition,European diet,health,myths"
total_emissions_of_Western_diet.png,The footprint of the average Western diet,"Western diet,beef,lamb,mutton,dairy,milk,pork,fish,chicken,consumption,emissions,carbon footprint,CO2,per year,Europe,USA,diverging bar chart"
wasting_pasta.png,Wasting pasta vs cooking extra pasta,"pasta,food waste,leftovers,cooking,cooking twice,energy use,portioning,carbon footprint,CO2,climate tip,kitchen"
water_footprint_nuts.png,The water footprint of nuts,"nuts,cashews,almonds,pistachios,hazelnuts,walnuts,peanuts,beef,water footprint,water use,irrigation,litres per kg,bar chart"
water_withdrawals_EN_2.png,"Most water is used at the farm, not at home","water use,freshwater withdrawals,agriculture,farming,irrigation,industry,municipal,household water,water scarcity,myths,pie chart"
weight_of_all_mammals.png,Cows weigh 23 times more than all wild land mammals,"biomass,cows,cattle,pigs,chickens,sheep,goats,horses,livestock,wild mammals,elephants,humans,biodiversity,nature"
what_is_regen_ag.png,What is regenerative agriculture?,"regenerative agriculture,soil health,healthy soil,biodiversity,carbon sequestration,ecosystem,earthworms,farming methods,definitions,bar chart"
why_diversity_is_important_1.1_EN.png,Why we need more biodiversity and fewer monocultures,"biodiversity,monoculture,crop diversity,disease,pests,resilience,trees,forest,insects,bees,ladybugs,nitrogen,agroforestry"
